"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"43744","Sub-Saharan Africa","August 20, 2017","2017","Aug","1","","1","","","1","1","Sickness and lack of access to medicines","Maradi, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.500977900000, 7.103639600000","","","Western Africa","2"
"43794","North Africa","August 20, 2017","2017","Aug","7","","7","","","7","","Starvation, Dehydration","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.167489098036, 14.679502875000","","","Northern Africa","2"
"43795","North Africa","August 20, 2017","2017","Aug","9","","9","","","9","","Starvation, Dehydration, Harsh weather/lack of adequate shelter","Sahara desert, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.520085712075, 25.419197218750","","","Northern Africa","2"
"44475","Middle East","August 20, 2017","2017","Aug","1","","1","","","1","","Vehicle Accident","Rafsanjan, Kerman province, Iran","IOM Afghanistan","30.354889300000, 56.002705000000","","","Southern Asia","4"
"43741","Sub-Saharan Africa","August 19, 2017","2017","Aug","1","","1","","","1","","Shot or stabbed","Hombori, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.286193700000, -1.702801500000","","","Western Africa","2"
"43742","Sub-Saharan Africa","August 19, 2017","2017","Aug","2","","2","","","2","","Vehicle Accident","Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.728996614172, -8.033101602344","","","Western Africa","2"
"43793","North Africa","August 19, 2017","2017","Aug","3","","3","","","","","Fall from vehicle","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.649342636787, 14.613584906250","","","Northern Africa","2"
"42382","Central America","August 18, 2017","2017","Aug","1","","1","3","1","","","Vehicle Accident","Motorway 57 near Arteaga, Coahuila, Mexico","Vanguardia","25.454671800000, -100.850791000000","Central America to US","http://bit.ly/2w6CSFO","Central America","1"
"43664","US-Mexico Border","August 18, 2017","2017","Aug","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona","Pima County Office of the Medical Examiner","31.927417100000, -111.366140100000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"43739","North Africa","August 18, 2017","2017","Aug","1","","1","","","1","","Starvation, Dehydration","Unspecified location in Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.007038383289, 2.230915062500","","","Northern Africa","2"
"43740","Sub-Saharan Africa","August 18, 2017","2017","Aug","1","","1","","","1","1","Starvation, Dehydration","Kidira, Senegal, at the border with Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.458111600000, -12.211882400000","","","Western Africa","2"
"43792","North Africa","August 18, 2017","2017","Aug","2","","2","","2","","","Unknown","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.928615011853, 14.987120062500","","","Northern Africa","2"
"35493","Middle East","August 17, 2017","2017","Aug","1","","1","","","1","","Shot","Unspecified location on the Syrian/Turkish border","Syrian Observatory for Human Rights","36.001287936694, 36.367204586572","","http://www.syriahr.com/en/?p=72121","Western Asia","4"
"38437","Central America","August 17, 2017","2017","Aug","1","","1","","","1","","Drowning","La Bocatoma, near Estación Sufragio, El Fuerte, Sinaloa, Mexico","Debate","26.071391300000, -108.784038100000","Central America to US","http://bit.ly/2iivwvD","Central America","1"
"43791","North Africa","August 17, 2017","2017","Aug","3","","3","","","","","Unknown","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.068014800436, 14.723448187500","","","Northern Africa","2"
"38436","Europe","August 16, 2017","2017","Aug","1","","1","","","1","","Hit by train","Train tunnel, Peglia, Ventimiglia, Italy","ANSA","43.797499100000, 7.595936900000","","http://bit.ly/2wmvWGH","Southern Europe","1"
"43663","US-Mexico Border","August 16, 2017","2017","Aug","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona","Pima County Office of the Medical Examiner","32.034935400000, -113.025611400000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"43735","Sub-Saharan Africa","August 16, 2017","2017","Aug","1","","1","","","1","","Sickness and lack of access to medicines","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.126468912736, 8.057946132813","","","Western Africa","2"
"43736","Sub-Saharan Africa","August 16, 2017","2017","Aug","5","","5","","","5","","Dehydration","Desert outside Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.666382341062, 8.140343593750","","","Western Africa","2"
"43737","Sub-Saharan Africa","August 16, 2017","2017","Aug","1","","1","","","1","","Sickness and lack of access to medicines","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.000436373259, 7.906884121094","","","Western Africa","2"
"43738","North Africa","August 16, 2017","2017","Aug","3","","3","","","","","Vehicle Accident","In the Sahara desert, Egypt, near the border with Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.305778967110, 26.144294875000","","","Northern Africa","2"
"43790","North Africa","August 16, 2017","2017","Aug","2","","2","","2","","","Dehydration, Harsh weather/lack of adequate shelter, Suffocation","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.609395355269, 13.932432562500","","","Northern Africa","2"
"44473","Middle East","August 16, 2017","2017","Aug","1","","1","","","1","","Vehicle Accident","Fars province, Iran","IOM Afghanistan","29.104381300000, 53.045893000000","","","Southern Asia","4"
"43662","US-Mexico Border","August 15, 2017","2017","Aug","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona","Pima County Office of the Medical Examiner","32.340577500000, -111.426299000000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"44472","Middle East","August 14, 2017","2017","Aug","1","","1","","","1","","Shot","Sarwan, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.352603300000, 62.344781500000","","","Southern Asia","4"
"35492","US-Mexico Border","August 13, 2017","2017","Aug","1","","1","","","1","","Drowning","Río Bravo, Carretera Nacional km 14, Nuevo Laredo, Tamaulipas, Mexico","El Mañana","27.472605710587, -99.483075674103","Central America to US","http://bit.ly/2vz9ZmN","Central America","1"
"43788","North Africa","August 13, 2017","2017","Aug","2","","2","","2","","","Starvation, Dehydration, Suffocation","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.108982613310, 13.976377875000","","","Northern Africa","2"
"43789","North Africa","August 13, 2017","2017","Aug","2","","2","","2","","","Vehicle Accident","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.309385047690, 14.591612250000","","","Northern Africa","2"
"44470","Middle East","August 13, 2017","2017","Aug","1","","1","","","1","","Vehicle Accident","Sarwan, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.352603300000, 62.344781500000","","","Southern Asia","4"
"35486","US-Mexico Border","August 12, 2017","2017","Aug","1","","1","","","1","","Drowning","Río Bravo, Rancho El Progreso, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas","27.480524329123, -99.479277550049","Central America to US","http://bit.ly/2w2EdQA","Central America","1"
"43661","US-Mexico Border","August 12, 2017","2017","Aug","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona","Pima County Office of the Medical Examiner","32.370993900000, -112.311956800000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"44469","Middle East","August 12, 2017","2017","Aug","1","","1","","","1","","Shot","Sarwan, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.352603300000, 62.344781500000","","","Southern Asia","4"
"35491","Middle East","August 11, 2017","2017","Aug","1","","1","","1","","","Shot","Syrian/Turkish border, near Darkoush, Idlib province","Syrian Observatory for Human Rights","36.001149061869, 36.366689602441","","http://www.syriahr.com/en/?p=71750","Western Asia","4"
"43660","US-Mexico Border","August 11, 2017","2017","Aug","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona","Pima County Office of the Medical Examiner","32.370993900000, -112.311956800000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"43787","North Africa","August 11, 2017","2017","Aug","4","","4","","","","","Starvation, Dehydration, Harsh weather/lack of adequate shelter","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.749154910164, 14.327940375000","","","Northern Africa","2"
"35483","Horn of Africa","August 10, 2017","2017","Aug","12","6","18","","4","14","","Drowning","Off the coast of Shabwa, Hadhramaut Governorate, Yemen","IOM Yemen","13.240947042264, 46.362453406250","Horn Africa to Yemen","","Western Asia","4"
"42381","US-Mexico Border","August 10, 2017","2017","Aug","1","","1","","","1","","Unknown","West Highway 285 with County Road 108, Brooks County, Texas","U.S. Border Patrol, South Texas Human Rights Center","27.262036594691, -98.426972704199","Central America to US","http://bit.ly/2wAMcEY","Northern America","5"
"42393","US-Mexico Border","August 10, 2017","2017","Aug","2","","2","","1","1","","Vehicle Accident","Interstate 15 near Rancho Bernardo, San Diego, California, USA","NVI Noticias","33.033577300000, -117.080582500000","Central America to US","http://bit.ly/2whY2lR, http://bit.ly/2x5q4BX","Northern America","3"
"43951","US-Mexico Border","August 10, 2017","2017","Aug","1","","1","","","1","","Unknown","Mariposa Ranch, Brooks County, Texas, USA","South Texas Human Rights Center","27.095216616362, -98.219146728516","Central America to US","","Northern America","4"
"35481","Horn of Africa","August 09, 2017","2017","Aug","29","6","35","85","12","17","29","Drowning","Off the coast of Shabwa, Hadhramaut Governorate, Yemen","IOM Yemen","13.294412472175, 46.527248328125","Horn Africa to Yemen","http://bit.ly/2us4vav, http://bbc.in/2wwkmq9","Western Asia","4"
"35482","Mediterranean","August 09, 2017","2017","Aug","1","","1","11","","1","","Drowning","Off the coast of Benzú, Ceuta, Spain","El País","35.917556056940, -5.373688022754","Western Mediterranean","http://bit.ly/2hMeg1z, https://yhoo.it/2vsMwSE","Uncategorized","3"
"35489","Middle East","August 09, 2017","2017","Aug","1","","1","","","1","","Shot","Unspecified location on the Syrian/Turkish border","Syrian Observatory for Human Rights","35.999240602526, 36.363158226013","","http://www.syriahr.com/en/?p=71788","Western Asia","4"
"43786","North Africa","August 09, 2017","2017","Aug","2","","2","","","2","","Starvation, Harsh weather/lack of adequate shelter, Suffocation","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","26.098552650445, 13.932432562500","","","Northern Africa","2"
"35480","Middle East","August 08, 2017","2017","Aug","1","","1","","","1","","Violence","Syrian/Turkish border, near Al-Malikiya, Hasaka province","Syrian Observatory for Human Rights","37.206745358327, 42.090271796484","","http://www.syriahr.com/en/?p=71546","Western Asia","4"
"43785","North Africa","August 08, 2017","2017","Aug","4","","4","","","","","Vehicle Accident","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.881296394988, 11.888975531250","","","Northern Africa","2"
"44468","Middle East","August 08, 2017","2017","Aug","1","","1","","","1","","Vehicle Accident","Sarwan, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.352603300000, 62.344781500000","","","Southern Asia","4"
"35479","Middle East","August 07, 2017","2017","Aug","2","","2","","","2","","Shot","Syrian/Turkish border, near Darkoush, Idlib province","Syrian Observatory for Human Rights","35.999482544888, 36.367032925195","","http://www.syriahr.com/en/?p=71462","Western Asia","4"
"35488","Mediterranean","August 07, 2017","2017","Aug","2","","2","","","2","","Presumed drowning","Bodies recovered in Az Zawiyah, Libya","IOM Libya","32.793048517692, 12.726883162891","Central Mediterranean","","Uncategorized","4"
"42380","US-Mexico Border","August 07, 2017","2017","Aug","1","","1","","","1","","Dehydration","Ranch near Kingsville, Kleberg County, Texas, USA","US Border Patrol via USA Today","27.473232450586, -97.891814566406","Central America to US","https://usat.ly/2v8DzB7","Northern America","5"
"43659","US-Mexico Border","August 07, 2017","2017","Aug","1","","1","","","1","","Unknown","Pima County, Arizona","Pima County Office of the Medical Examiner","31.485119700000, -111.462181500000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"35473","Mediterranean","August 06, 2017","2017","Aug","8","","8","","","","","Unknown","Bodies found in a dinghy in Milita, near Sabratha, Libya","IOM Libya","32.812688104939, 12.457809448242","Central Mediterranean","","Uncategorized","4"
"43949","US-Mexico Border","August 06, 2017","2017","Aug","1","","1","","","1","","Unknown","Benavides Ranch, Brooks County, Texas, USA","South Texas Human Rights Center","27.068316770825, -98.169708251953","Central America to US","","Northern America","4"
"44467","Middle East","August 06, 2017","2017","Aug","1","","1","","","1","","Shot","Kerman province, Iran","IOM Afghanistan","29.485008900000, 57.643904800000","","","Southern Asia","4"
"43784","North Africa","August 05, 2017","2017","Aug","3","","3","","","3","","Starvation, Dehydration, Harsh weather/lack of adequate shelter","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.988377140559, 13.141416937500","","","Northern Africa","2"
"35474","Central America","August 04, 2017","2017","Aug","1","","1","","","1","","Crushed by stones (train)","Train tracks near Tuzantán, Chiapas, Mexico","El Universal","15.146600600000, -92.422106500000","Central America to US","http://eluni.mx/2hBvL4C","Central America","1"
"35471","Europe","August 03, 2017","2017","Aug","1","","1","","","1","","Vehicle Accident","A16 motorway, near Guemps, Pas-de-Calais, France","L'Humanité","50.933683919048, 1.994627452362","","http://bit.ly/2uyjrTV, http://bit.ly/2y6btTV","Western Europe","3"
"35472","US-Mexico Border","August 03, 2017","2017","Aug","1","","1","","","1","","Drowning","Río Bravo, Nuevo Laredo, Tamaulipas, Mexico","El Mañana","27.471920343239, -99.482839639709","Central America to US","http://bit.ly/2ubmpys","Central America","1"
"35469","US-Mexico Border","August 02, 2017","2017","Aug","1","2","3","","","1","1","Drowning","Río Bravo, near El Patinadero, Nuevo Laredo, Tamaulipas, Mexico","El Mañana","27.474371229800, -99.482574462891","Central America to US","http://bit.ly/2vs2T3W, http://bit.ly/2vwJcbd, http://bit.ly/2AigVca","Central America","3"
"35478","Middle East","August 02, 2017","2017","Aug","1","","1","","","1","1","Shot","Syrian/Turkish border, Deir Ezzor province","EASO Social Media Monitoring Reports, Syrian Observatory for Human Rights","36.694885210632, 39.498038021582","","http://www.syriahr.com/en/?p=71110","Western Asia","4"
"43658","US-Mexico Border","August 02, 2017","2017","Aug","1","","1","","","1","","Probable hyperthermia","Pima County, Arizona","Pima County Office of the Medical Examiner","32.232132700000, -111.508372900000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"35467","Mediterranean","August 01, 2017","2017","Aug","8","","8","119","3","5","","Unknown","Bodies found in dinghy off the coast of Libya","IOM Italy","33.722801551772, 12.564878545312","Central Mediterranean","http://bit.ly/2wkvG7G, http://bit.ly/2umQx9n","Uncategorized","4"
"35468","Central America","August 01, 2017","2017","Aug","1","3","4","","","","","Presumed drowning","Near La Boquita beach, Diriamba, Carazo, Nicaragua","La Prensa de Nicaragua","11.673498173810, -86.378947833496","Central America to US","http://bit.ly/2umktSI, http://bit.ly/2w3IzUE","Central America","3"
"35470","US-Mexico Border","August 01, 2017","2017","Aug","1","","1","","","1","","Dehydration","Otay mountain, San Diego County, USA, 2 miles north of the Mexican border","U.S. Border Patrol","32.580884276803, -116.872555629880","Central America to US","http://bit.ly/2wyOSPk","Northern America","5"
"35466","Mediterranean","July 31, 2017","2017","Jul","1","","1","","","1","","Drowning","10 miles south of Isla de las Palomas, Tarifa, Spain","Diario de Cádiz","35.981822895107, -5.617152641895","Western Mediterranean","http://bit.ly/2fayXTV","Uncategorized","1"
"44591","North Africa","July 31, 2017","2017","Jul","5","","5","","","","","Violence","Tripoli, Libya","MHub","32.887209400000, 13.191338300000","","","Northern Africa","2"
"35463","US-Mexico Border","July 30, 2017","2017","Jul","1","","1","","","1","","Unknown","Pima County, Arizona","Pima County Office of the Medical Examiner","31.911695100000, -112.918225000000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"43783","North Africa","July 30, 2017","2017","Jul","4","","4","","","","","Vehicle Accident","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.129037026852, 13.932432562500","","","Northern Africa","2"
"35461","US-Mexico Border","July 28, 2017","2017","Jul","1","","1","","","","","Unknown","Pima County, Arizona","Pima County Office of the Medical Examiner","32.394988600000, -113.076997300000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"35477","Middle East","July 28, 2017","2017","Jul","4","","4","","","","","Shot","Syrian/Turkish border, near Darkoush, Idlib province","Syrian Observatory for Human Rights","36.000593560121, 36.365316311426","","http://www.syriahr.com/en/?p=70777","Western Asia","4"
"43782","North Africa","July 28, 2017","2017","Jul","3","","3","","","","","Starvation, Dehydration, Harsh weather/lack of adequate shelter","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","26.590815135951, 14.492735296875","","","Northern Africa","2"
"35442","US-Mexico Border","July 27, 2017","2017","Jul","1","","1","","","1","","Drowning","Río Bravo, between Ciudad Juárez, Mexico, and El Paso, El Paso County, Texas, USA","El Paso Times","31.747719188450, -106.487768282030","Central America to US","http://bit.ly/2tIXIsI","Northern America","1"
"35443","Mediterranean","July 27, 2017","2017","Jul","8","","8","9","2","","5","Drowning","Off the coast of Çeşme, İzmir, Turkey","IOM Turkey, Turkish Coast Guard Command","38.332225832166, 26.237827220703","Eastern Mediterranean","http://bit.ly/2hfF0Y4, http://bit.ly/2vOVWaV","Uncategorized","5"
"35444","Middle East","July 27, 2017","2017","Jul","2","","2","","","2","","Shot","Syrian/Turkish border, near Harem, Idlib province","Syrian Observatory for Human Rights","36.227763612520, 36.501035525781","","http://www.syriahr.com/en/?p=70725","Western Asia","4"
"35465","Central America","July 27, 2017","2017","Jul","1","","1","","","1","","Hit by train","Train tracks near Chahuites, Oaxaca, Mexico","NVI Noticias","16.286530900000, -94.192979900000","Central America to US","http://bit.ly/2tYZd65","Central America","1"
"42379","Central America","July 27, 2017","2017","Jul","1","","1","","","1","","Fall from train","Train tracks near Los Aldamas, Nuevo León, México","Milenio","26.030689387355, -99.205373137109","Central America to US","http://bit.ly/2wHpgmC","Central America","1"
"43818","Sub-Saharan Africa","July 27, 2017","2017","Jul","1","","1","","1","","","Harsh weather/lack of adequate shelter","Sahara desert, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","18.485230815425, 8.740845687500","","","Western Africa","2"
"35459","US-Mexico Border","July 26, 2017","2017","Jul","1","","1","","","1","","Unknown","Pima County, Arizona","Pima County Office of the Medical Examiner","32.377021100000, -113.165430700000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"35460","US-Mexico Border","July 26, 2017","2017","Jul","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona","Pima County Office of the Medical Examiner","32.133300000000, -111.165045800000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"43781","North Africa","July 26, 2017","2017","Jul","4","","4","","","","","Starvation, Dehydration, Harsh weather/lack of adequate shelter, Excessive Physical Abuse, Sexual abuse","Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","26.413842061704, 11.823057562500","","","Northern Africa","2"
"44466","Middle East","July 26, 2017","2017","Jul","1","","1","","","1","","Vehicle Accident","Boshahr province, Iran","IOM Afghanistan","28.762073900000, 51.515007700000","","","Southern Asia","4"
"35438","Central America","July 25, 2017","2017","Jul","1","","1","","","1","","Hit by train","Train tracks between 4ª Avenida Sur and 26ª Calle Poniente, Mapastepec, Chiapas, Mexico","Diario del Sur","15.432968200000, -92.897839900000","Central America to US","http://bit.ly/2uwrhkf","Central America","1"
"35439","Mediterranean","July 25, 2017","2017","Jul","13","3","16","","8","","","Fuel burns","Bodies found in dinghy 15 miles north of Sabratha, Libya","Proactiva Open Arms, UNHCR Italy","34.110273423914, 12.647276006250","Central Mediterranean","http://bit.ly/2uAwm9C, http://bit.ly/2uAu6zf, http://bit.ly/2tOHFOn","Uncategorized","4"
"35440","US-Mexico Border","July 25, 2017","2017","Jul","1","","1","","","1","","Drowning","Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico","La Rancherita del Aire","28.695759182941, -100.510563966970","Central America to US","http://bit.ly/2vL2V4J","Central America","1"
"35476","Mediterranean","July 25, 2017","2017","Jul","2","","2","","","","","Presumed drowning","Bodies recovered in Tripoli, Libya","IOM Libya","32.895858044686, 13.189278363477","Central Mediterranean","","Uncategorized","4"
"43733","North Africa","July 25, 2017","2017","Jul","1","","1","","","1","","Sickness and lack of access to medicines","Ash Shamaliyah, Sudan, near the border with Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","18.444896300000, 30.158930300000","","","Northern Africa","2"
"43734","Sub-Saharan Africa","July 25, 2017","2017","Jul","1","","1","","","1","1","Starvation, Dehydration","Gossi, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.822218000000, -1.301143100000","","","Western Africa","2"
"35433","US-Mexico Border","July 24, 2017","2017","Jul","4","","4","","3","1","2","Drowning","Río Bravo, between Ciudad Juárez, Mexico, and El Paso, El Paso County, Texas, USA","Ministerio de Relaciones Exteriores de Guatemala, The Guardian","31.720521645268, -106.375667222910","Central America to US","http://bit.ly/2uEY0SQ, http://bit.ly/2uEY0SQ","Northern America","5"
"35434","US-Mexico Border","July 24, 2017","2017","Jul","1","","1","","","1","","Drowning","Río Bravo, 200 meters from 'la Cruz del Inmigrante', Reynosa, Tamaulipas, Mexico","Zócalo","26.084301862434, -98.276609089258","Central America to US","http://bit.ly/2tFRA8w, http://bit.ly/2vZqs18","Central America","3"
"35464","Central America","July 24, 2017","2017","Jul","1","","1","","","1","1","Stabbed","Barrio Anáhuac, Cacahoatán, Chiapas, Mexico, near the border with Guatemala","Diario Libre","14.995818200000, -92.167128800000","Central America to US","http://bit.ly/2unakp2","Central America","1"
"43732","Sub-Saharan Africa","July 24, 2017","2017","Jul","4","","4","","","4","","Dehydration","Desert outside Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","18.011499701963, 8.316124843750","","","Western Africa","2"
"44465","Middle East","July 24, 2017","2017","Jul","1","","1","","","1","","Vehicle Accident","Bam, Kerman province, Iran","IOM Afghanistan","29.098495600000, 58.337468000000","","","Southern Asia","4"
"35458","US-Mexico Border","July 23, 2017","2017","Jul","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona","Pima County Office of the Medical Examiner","31.423412159235, -111.265050744530","Central America to US","http://www.humaneborders.info/","Northern America","5"
"43731","North Africa","July 23, 2017","2017","Jul","3","","3","","","3","","Starvation, Excessive Physical Abuse","Unspecified location in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.948477429109, 34.787948500000","","","Northern Africa","2"
"44390","US-Mexico Border","July 23, 2017","2017","Jul","10","","10","29","","10","","Presumed hyperthermia","Walmart parking lot in San Antonio, Bexar County, Texas, USA","NY Times, Ecuador Inmediato","29.458632041716, -98.554598985458","Central America to US","http://nyti.ms/2uMdFC8, http://bit.ly/2iOVRyJ, http://bit.ly/2CCPnyH, http://bit.ly/2qrgacn","Northern America","3"
"35485","Europe","July 22, 2017","2017","Jul","1","","1","","","1","1","Vehicle Accident","Gare du Nord, Brussels, Belgium - bus destination Calais, France","Flandre Info","50.860526200000, 4.361787300000","","http://bit.ly/2w2wpi5","Western Europe","1"
"43730","North Africa","July 22, 2017","2017","Jul","5","","5","","","5","","Starvation","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.475898512534, 23.600401312500","","","Northern Africa","2"
"35428","US-Mexico Border","July 21, 2017","2017","Jul","1","","1","","","1","","Drowning","Río Bravo, Blvrd. Luis Donaldo Colosio, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas","27.461711081821, -99.486865997315","Central America to US","http://bit.ly/2uHLsgr","Central America","1"
"35457","US-Mexico Border","July 21, 2017","2017","Jul","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona","Pima County Office of the Medical Examiner","32.103931600000, -112.362369500000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"43729","Sub-Saharan Africa","July 21, 2017","2017","Jul","1","","1","","","1","","Unknown","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","16.894030421851, 8.014000820313","","","Western Africa","2"
"35426","Mediterranean","July 20, 2017","2017","Jul","1","","1","","","1","","Presumed drowning","Sabratha, Libya","IOM Libya","32.812558555669, 12.454843602686","Central Mediterranean","","Uncategorized","4"
"35427","US-Mexico Border","July 20, 2017","2017","Jul","1","","1","","","","","Unknown","Cage Ranch, near Falfurrias, Brooks County, Texas, USA","U.S. Border Patrol / South Texas Human Rights Center","27.130476042249, -98.238928480078","Central America to US","http://bit.ly/2tSS1b5, http://bit.ly/2tD3uQQ","Northern America","5"
"43728","Sub-Saharan Africa","July 20, 2017","2017","Jul","9","","9","","","9","","Dehydration","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","16.929505760994, 8.008507656250","","","Western Africa","2"
"30170","US-Mexico Border","July 18, 2017","2017","Jul","1","","1","","","1","","Drowning","Río Bravo, near Rancho El Progreso, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas","27.476717825156, -99.481251771973","Central America to US","http://bit.ly/2uHLsgr","Central America","1"
"30171","Central America","July 18, 2017","2017","Jul","1","","1","","","1","","Fall from train","Train tracks near Ejido La Reata, Coahuila, Mexico","Zócalo","26.126686700000, -101.075335200000","Central America to US","http://bit.ly/2u94ZF1","Central America","1"
"30172","US-Mexico Border","July 18, 2017","2017","Jul","1","","1","","","1","","Drowning","Río Bravo, Brownsville, Cameron County, Texas, USA","U.S. Border Patrol","25.898967660534, -97.497912953442","Central America to US","http://bit.ly/2uryAI2","Northern America","5"
"43725","Sub-Saharan Africa","July 18, 2017","2017","Jul","24","","24","","","","","Dehydration","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.687317541650, 8.052452968750","","","Western Africa","2"
"43726","Sub-Saharan Africa","July 18, 2017","2017","Jul","1","","1","","","1","","Sickness and lack of access to medicines","Dosso, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.050483300000, 3.208099100000","","","Western Africa","2"
"43727","Sub-Saharan Africa","July 18, 2017","2017","Jul","4","","4","","","","","Starvation, Dehydration","Liboi, Kenya, near the border with Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","0.352956500000, 40.870275000000","","","Eastern Africa","2"
"44464","Middle East","July 18, 2017","2017","Jul","1","","1","","","1","","Vehicle Accident","Sarwan, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.352603300000, 62.344781500000","","","Southern Asia","4"
"30168","US-Mexico Border","July 17, 2017","2017","Jul","1","","1","","","1","","Drowning","Río Bravo, Puente International Reynosa-Hidalgo, Tamaulipas, Mexico","El Mañana","26.095364200000, -98.271872700000","Central America to US","http://bit.ly/2tdV9yB, http://bit.ly/2uEArME","Central America","3"
"30169","US-Mexico Border","July 17, 2017","2017","Jul","1","","1","","","1","","Fall from train","Train tracks between Blvrd. Lázaro Cárdenas and Adolfo López Mateos, Mexicali, Baja California, Mexico","La Voz de la Frontera","32.624859818221, -115.453562736510","Central America to US","http://bit.ly/2uz8y7O, http://bit.ly/2tc17Qs","Central America","3"
"35456","US-Mexico Border","July 17, 2017","2017","Jul","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona","Pima County Office of the Medical Examiner","32.358734109872, -111.598526765820","Central America to US","http://www.humaneborders.info/","Northern America","5"
"43723","Sub-Saharan Africa","July 17, 2017","2017","Jul","1","","1","","","1","1","Starvation, Dehydration","Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.742391658928, -7.990529580859","","","Western Africa","2"
"43724","Sub-Saharan Africa","July 17, 2017","2017","Jul","2","","2","","1","1","","Dehydration","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","16.996496486832, 7.990654873047","","","Western Africa","2"
